datetime,symbol,open,high,low,close,volume
2014-02-24 07:00:00,CRYPTOCAP:TOTAL,6918605496.857274,7223891272.042406,6707817901.677883,7059509219.086889,1e+100
2014-03-03 07:00:00,CRYPTOCAP:TOTAL,7110063635.256065,8929190787.802742,7061427281.53154,8049575197.748864,16624614.311600162
2014-03-10 07:00:00,CRYPTOCAP:TOTAL,8029485858.340444,8267819901.492904,7659475867.727783,7979008906.896317,22081648.2953623
2014-03-17 07:00:00,CRYPTOCAP:TOTAL,7998899558.587655,8010421137.682626,6808421665.008816,7105506101.332796,8512398.31996512
2014-03-24 07:00:00,CRYPTOCAP:TOTAL,7047010198.363051,7488890393.7277975,5518387668.236161,5822876640.838033,22428897.943767846
2014-03-31 07:00:00,CRYPTOCAP:TOTAL,5823194690.030057,6460911091.808336,5261193216.750999,5787169775.020359,21953455.61660509
2014-04-07 07:00:00,CRYPTOCAP:TOTAL,5834720114.271319,5888878074.210693,4307995943.288344,5291306567.504558,16504708.74615043
2014-04-14 07:00:00,CRYPTOCAP:TOTAL,5291179480.977009,6986672386.860526,5183199607.839665,6384446016.5553255,19421392.48196778
2014-04-21 07:00:00,CRYPTOCAP:TOTAL,6396295929.269938,6576116011.2725525,5497532296.796552,5501947195.47665,26086750.474169686
2014-04-28 07:00:00,CRYPTOCAP:TOTAL,5500267796.9873295,5965942064.348829,5422701049.694065,5617011559.827867,13384705.981920559
2014-05-05 07:00:00,CRYPTOCAP:TOTAL,5588891603.299944,5895762972.2984085,5385724465.989078,5658851002.155987,12450618.466158547
2014-05-12 07:00:00,CRYPTOCAP:TOTAL,5628884813.89457,5843056007.308806,5536095974.648911,5775347857.246125,9829607.178540261
2014-05-19 07:00:00,CRYPTOCAP:TOTAL,5775347876.452028,7618780308.552199,5702529756.364423,7449311246.951801,5502328.632610519
2014-05-26 07:00:00,CRYPTOCAP:TOTAL,7445532093.676415,8877697757.34987,7112205606.922519,8190759985.272108,30194416.08508899
2014-06-02 07:00:00,CRYPTOCAP:TOTAL,8190279783.58897,8846193163.31813,7953363683.742671,8538703836.845954,28488904.573888794
2014-06-09 07:00:00,CRYPTOCAP:TOTAL,8539568072.996946,8555257601.877993,6993990823.35687,7665258182.670714,14168864.352530392
2014-06-16 07:00:00,CRYPTOCAP:TOTAL,7711588503.533604,8024062151.805946,7545872975.320557,7844175409.727403,42671492.85792602
2014-06-23 07:00:00,CRYPTOCAP:TOTAL,7844794125.858424,7892942977.005303,7234895382.045116,7847760410.9967165,14693591.0490696
2014-06-30 07:00:00,CRYPTOCAP:TOTAL,7847064453.825262,8614119432.420197,7778382474.911178,8248681071.646051,14597354.602723502
2014-07-07 07:00:00,CRYPTOCAP:TOTAL,8291843359.187099,8412915090.238062,7950953764.724236,8270825071.313932,16015349.606510997
2014-07-14 07:00:00,CRYPTOCAP:TOTAL,8270907929.136471,8310513012.687663,7992443376.8202505,8241346617.129477,20624727.950430382
2014-07-21 07:00:00,CRYPTOCAP:TOTAL,8242093264.57809,8257424243.785757,7746874650.333766,7767974426.381695,9064867.507315189
2014-07-28 07:00:00,CRYPTOCAP:TOTAL,7798471057.320259,8002411809.635949,7308478549.869978,7767225051.854329,12239771.169128971
2014-08-04 07:00:00,CRYPTOCAP:TOTAL,7750999071.073453,7887698349.985937,7597444005.941458,7805645473.430306,9818970.115098514
2014-08-11 07:00:00,CRYPTOCAP:TOTAL,7805878699.814293,7807455510.1942425,6351543408.049809,6587928745.551826,9456785.483728029
2014-08-18 07:00:00,CRYPTOCAP:TOTAL,6603853314.447716,7118599567.459651,5852730882.456405,6789391313.866976,26233741.35312917
2014-08-25 07:00:00,CRYPTOCAP:TOTAL,6789077164.103804,7013366580.462131,6340277973.285753,6423589156.597688,30325632.44230168
