datetime,symbol,open,high,low,close,volume
2014-03-01 07:00:00,CRYPTOCAP:TOTAL,6918605496.857274,8929190787.802742,5518387668.236161,5757067461.435457,45664251.742543824
2014-04-01 07:00:00,CRYPTOCAP:TOTAL,5757111236.995466,6986672386.860526,4307995943.288344,5742958681.010107,21953455.61660509
2014-05-01 07:00:00,CRYPTOCAP:TOTAL,5747681243.117663,8159052187.118077,5385724465.989078,8118119738.464695,13384705.981920559
2014-06-01 07:00:00,CRYPTOCAP:TOTAL,8137416645.726036,8877697757.34987,6993990823.35687,8379261830.158496,28488904.573888794
2014-07-01 07:00:00,CRYPTOCAP:TOTAL,8364754209.576262,8614119432.420197,7308478549.869978,7656986551.094582,14597354.602723502
2014-08-01 07:00:00,CRYPTOCAP:TOTAL,7688740878.5655,8002411809.635949,5852730882.456405,6423589156.597688,12239771.169128971
2014-09-01 07:00:00,CRYPTOCAP:TOTAL,6422724044.292394,6691275572.516643,4976533461.449618,5334759524.851834,21029771.227517262
2014-10-01 07:00:00,CRYPTOCAP:TOTAL,5314850002.349609,5699683499.013984,3756068314.230427,4607619152.384646,18877176.12343857
2014-11-01 07:00:00,CRYPTOCAP:TOTAL,4607322503.211508,6210367771.034775,4310011775.016676,5196217339.602763,21102245.224383935
2014-12-01 07:00:00,CRYPTOCAP:TOTAL,5184287819.924554,5282989115.049804,4214509881.5883226,4457270844.898824,20417512.631757326
2015-01-01 07:00:00,CRYPTOCAP:TOTAL,4457085677.856641,4459214835.852506,2122220582.8763125,3035176101.1951175,17770041.377561696
2015-02-01 07:00:00,CRYPTOCAP:TOTAL,3056584058.851306,3770829783.464403,2921499363.9310083,3577164682.2844257,26734831.436892506
2015-03-01 07:00:00,CRYPTOCAP:TOTAL,3584607417.5047536,4211517760.9477334,3360379785.6332064,3477409454.463299,13482867.38308816
2015-04-01 07:00:00,CRYPTOCAP:TOTAL,3472605885.633128,3750674211.432116,2992624770.7234306,3373883862.3687863,17516374.998293113
2015-05-01 07:00:00,CRYPTOCAP:TOTAL,3377048864.040201,3532935939.1696143,3243849517.459171,3314383665.369467,20541847.576827273
2015-06-01 07:00:00,CRYPTOCAP:TOTAL,3314060778.52035,3908308448.840561,3169075730.1632624,3825309846.3227706,15697200.2633817
2015-07-01 07:00:00,CRYPTOCAP:TOTAL,3826118266.4475937,4649423233.425242,3677762727.4494367,4175466755.379706,27837294.422649123
2015-08-01 07:00:00,CRYPTOCAP:TOTAL,4180660371.932557,4206890213.7173953,2924006101.546887,3398192499.605058,26822520.059883576
2015-09-01 07:00:00,CRYPTOCAP:TOTAL,3404128856.780859,3649338763.162579,3306616762.55892,3515221450.2602925,20620962.65567876
2015-10-01 07:00:00,CRYPTOCAP:TOTAL,3509281989.2722683,4996157106.31798,3490402891.4266477,4626701383.411779,14578520.05360804
2015-11-01 07:00:00,CRYPTOCAP:TOTAL,4646367543.250298,7490861454.010752,4394215801.784878,5663690703.280676,50886046.84470368
2015-12-01 07:00:00,CRYPTOCAP:TOTAL,5662945359.288976,7049635904.853068,5240552962.486208,6530137955.367102,28861981.432169076
2016-01-01 07:00:00,CRYPTOCAP:TOTAL,6529729188.759874,7061945710.751789,5359444720.248253,5663321855.587966,113941372.63340588
2016-02-01 07:00:00,CRYPTOCAP:TOTAL,5663969655.964098,6925040751.184635,5607155189.0898905,6729503075.192539,34596451.737250745
2016-03-01 07:00:00,CRYPTOCAP:TOTAL,6752326130.276965,6769499667.204877,5911099155.455253,6489599081.127608,54276544.592099555
2016-04-01 07:00:00,CRYPTOCAP:TOTAL,6490599821.136024,7391245989.744957,5927171252.885736,7047243357.132264,47058565.221422024
2016-05-01 07:00:00,CRYPTOCAP:TOTAL,7061089225.404169,8734893608.145527,6872346794.997411,8456879481.518552,104890589.90635964
2016-06-01 07:00:00,CRYPTOCAP:TOTAL,8463943725.042837,12407898724.500368,8349818098.416206,10786442046.25665,220343762.45222455
2016-07-01 07:00:00,CRYPTOCAP:TOTAL,10786625285.52925,11364552235.179525,9789528574.046404,10261898506.552767,124362919.72891198
2016-08-01 07:00:00,CRYPTOCAP:TOTAL,10262882848.234562,10335915599.084326,7483444052.91963,9550433784.109516,81074832.64320062
2016-09-01 07:00:00,CRYPTOCAP:TOTAL,9548978763.202599,10437985123.258652,8317291550.353654,10056006278.889359,83626933.07403745
2016-10-01 07:00:00,CRYPTOCAP:TOTAL,10051696432.89417,11881098769.148632,9994626611.640005,11461988974.689026,49118342.56074989
2016-11-01 07:00:00,CRYPTOCAP:TOTAL,11453772581.914515,12443421830.653917,11046366376.818571,12255586303.531012,193209737.74271503
2016-12-01 07:00:00,CRYPTOCAP:TOTAL,12254105669.608353,16577388153.169703,12230672852.831991,16351699231.99115,63561385.0143712
2017-01-01 07:00:00,CRYPTOCAP:TOTAL,16391631388.0691,19653145530.423866,12763416712.776413,16428785648.197079,114752461.9857591
2017-02-01 07:00:00,CRYPTOCAP:TOTAL,16425070061.81246,20534791088.377613,15985638309.723974,20175665297.55242,81659911.74013597
2017-03-01 07:00:00,CRYPTOCAP:TOTAL,20174860782.614635,22685564165.38089,15980828090.386927,19727466082.82064,176863994.66343048
2017-04-01 07:00:00,CRYPTOCAP:TOTAL,19743948399.525772,26595513186.850838,18970142274.106773,26282174004.20778,616526808.8157673
2017-05-01 07:00:00,CRYPTOCAP:TOTAL,26266887636.636673,64029430717.20724,25660900146.347397,52302177602.81969,800408526.4661385
2017-06-01 07:00:00,CRYPTOCAP:TOTAL,52297737159.39268,69253641196.78214,48156845490.69641,56589867398.073975,4304881779.18047
2017-07-01 07:00:00,CRYPTOCAP:TOTAL,56619206962.722694,92864788177.14789,46662097919.642456,81025977432.33287,2842166097.1949434
2017-08-01 07:00:00,CRYPTOCAP:TOTAL,80991801709.84192,155396860870.53027,74627511690.10538,152372670848.4445,2067074663.1934462
2017-09-01 07:00:00,CRYPTOCAP:TOTAL,152368753668.19592,161577549391.6503,87299248566.9832,132767748808.85583,3874536539.678909
