datetime,symbol,open,high,low,close,volume
2014-03-31 07:00:00,CRYPTOCAP:BTC.D,99.38055076465609,99.49469304023363,99.29683246708136,99.42981933029183,212551535.99597588
2014-04-07 07:00:00,CRYPTOCAP:BTC.D,99.41923976527276,99.91255198011166,99.37783711094266,99.43745051576937,201772720.27847034
2014-04-14 07:00:00,CRYPTOCAP:BTC.D,99.43745020228434,99.48754711665954,99.03498099664671,99.21571869469199,243316148.19247633
2014-04-21 07:00:00,CRYPTOCAP:BTC.D,99.2438378485803,99.35465043454288,99.1571661792373,99.23993499045154,285803760.12686867
2014-04-28 07:00:00,CRYPTOCAP:BTC.D,99.27023595088743,99.34272540806859,99.15839046562532,99.24090444369367,155797204.62334192
2014-05-05 07:00:00,CRYPTOCAP:BTC.D,99.2484005716779,99.3351015453959,99.12471553790618,99.17087475641061,147804503.05884156
2014-05-12 07:00:00,CRYPTOCAP:BTC.D,99.1708747564106,99.22938300868766,98.81011181046631,98.91942350541146,106210358.22297208
2014-05-19 07:00:00,CRYPTOCAP:BTC.D,98.9194231764552,99.23760353016118,98.51643709355145,98.71033509989111,100030228.0022521
2014-05-26 07:00:00,CRYPTOCAP:BTC.D,98.69160323331153,99.25183264342307,98.6494326566459,98.91428242114272,355279023.97302276
2014-06-02 07:00:00,CRYPTOCAP:BTC.D,98.92008183290399,99.21935988505938,98.73299941508378,99.16854742590324,318846102.82346314
2014-06-09 07:00:00,CRYPTOCAP:BTC.D,99.15851119889571,99.21993294981975,98.9266636518204,99.02764613670526,234274960.94510838
2014-06-16 07:00:00,CRYPTOCAP:BTC.D,99.00969872162382,99.13303052497014,98.8757776696866,98.94930993785277,509398408.55802584
2014-06-23 07:00:00,CRYPTOCAP:BTC.D,98.94150584086441,99.10291999375816,98.8673998341659,99.07205274201958,183627334.9537411
2014-06-30 07:00:00,CRYPTOCAP:BTC.D,99.0758845049385,99.41138962727916,99.05118647681842,99.27011060285743,185848725.33695197
2014-07-07 07:00:00,CRYPTOCAP:BTC.D,99.27018282346049,99.31190093985538,99.10341931335259,99.25773038137561,193054747.5884964
2014-07-14 07:00:00,CRYPTOCAP:BTC.D,99.25673601902992,99.31704802215357,99.10799988053192,99.2134452761064,213175210.89378747
2014-07-21 07:00:00,CRYPTOCAP:BTC.D,99.20129315909337,99.32417350869306,99.17819869995385,99.29643162062838,114592778.83105011
2014-07-28 07:00:00,CRYPTOCAP:BTC.D,99.29517753036137,99.38900503346522,99.14698492329835,99.24903575685111,150319353.58474234
2014-08-04 07:00:00,CRYPTOCAP:BTC.D,99.25408279999385,99.37681493196673,99.20658168874424,99.33911891635483,124719112.94863912
2014-08-11 07:00:00,CRYPTOCAP:BTC.D,99.33951268938475,99.47939982889982,97.99301943750248,99.18202900648842,148756068.09573734
2014-08-18 07:00:00,CRYPTOCAP:BTC.D,99.16987628529267,99.3175328415305,98.442722758245,98.59288225261297,351730179.8385767
2014-08-25 07:00:00,CRYPTOCAP:BTC.D,98.59550295571886,98.88484999902852,97.49861094982293,98.51095835636615,358075138.6243273
2014-09-01 07:00:00,CRYPTOCAP:BTC.D,98.51805723901563,98.65735866395491,98.09371646102608,98.34779676265867,244512414.0605629
2014-09-08 07:00:00,CRYPTOCAP:BTC.D,98.32661605143159,98.40069133959952,97.7210923833882,98.05794706903632,178282494.77142882
2014-09-15 07:00:00,CRYPTOCAP:BTC.D,98.04013333363098,98.2262576352417,97.84662390878029,98.00288003013857,282300060.98058385
2014-09-22 07:00:00,CRYPTOCAP:BTC.D,98.00112618146944,98.0584943088217,97.4896734402542,97.64979167983529,485377289.40562457
2014-09-29 07:00:00,CRYPTOCAP:BTC.D,97.64062758353931,97.88652201651922,97.32806694866528,97.67671237939811,312535239.86964035
2014-10-06 07:00:00,CRYPTOCAP:BTC.D,97.68700705835282,98.13837234663431,97.5068692420956,98.03600321797846,692095903.8020078
2014-10-13 07:00:00,CRYPTOCAP:BTC.D,98.03475062320472,98.45392660850098,97.9999343833419,98.39097452266498,181429272.23072028
2014-10-20 07:00:00,CRYPTOCAP:BTC.D,98.38658238266537,98.50367870853523,98.09760229167658,98.28183685587267,187373745.98326334
2014-10-27 07:00:00,CRYPTOCAP:BTC.D,98.25132769541233,98.62555999985761,98.18803962400362,98.47922841562735,291154436.1577457
2014-11-03 07:00:00,CRYPTOCAP:BTC.D,98.47241178452813,98.58611945243102,98.2384672962465,98.34850335027065,358449982.94923985
2014-11-10 07:00:00,CRYPTOCAP:BTC.D,98.35187851476557,98.66460501715389,98.29332471890903,98.5771359710063,148981849.6465475
2014-11-17 07:00:00,CRYPTOCAP:BTC.D,98.58170223769413,98.7643117447526,98.30229574208298,98.38873936990478,241083708.6960401
2014-11-24 07:00:00,CRYPTOCAP:BTC.D,98.38816058263906,98.53546877313913,98.16450705749523,98.35582863284749,230388607.64816946
2014-12-01 07:00:00,CRYPTOCAP:BTC.D,98.34158892135342,98.53578226616074,98.26716638551144,98.41222032998472,231175363.32594386
2014-12-08 07:00:00,CRYPTOCAP:BTC.D,98.39964254196506,98.52553993115173,98.3203889173698,98.39804719350587,116425407.20493773
2014-12-15 07:00:00,CRYPTOCAP:BTC.D,98.42922907053502,98.57168093392275,98.28794045947744,98.36823386893808,181717799.45370844
2014-12-22 07:00:00,CRYPTOCAP:BTC.D,98.39551562784808,98.46545501151945,98.22623596945519,98.33842153442372,302538282.08572996
2014-12-29 07:00:00,CRYPTOCAP:BTC.D,98.33906751478072,98.40951401880066,98.2672168535986,98.32035255577682,290043358.19441557
2015-01-05 07:00:00,CRYPTOCAP:BTC.D,98.32092168712991,98.39345998568827,98.27205232983052,98.35548234477139,330605804.9910743
2015-01-12 07:00:00,CRYPTOCAP:BTC.D,98.33401128495292,98.46222761480897,98.1182139065574,98.30653385638215,254768170.13896805
2015-01-19 07:00:00,CRYPTOCAP:BTC.D,98.29575573815038,98.32692004897082,98.05342224214537,98.27524064806096,355759124.5898305
